"samp","genotypeLabels...3."
"328_Bari3","Plate_29_Samp_1"
"1090_Cudi2","Plate_29_Samp_10"
"283_Bari3","Plate_29_Samp_11"
"806_Cudi1","Plate_29_Samp_12"
"634_Cudi1","Plate_29_Samp_13"
"1412_Egil","Plate_29_Samp_14"
"14_Bari1","Plate_29_Samp_15"
"3007_Sirnak","Plate_29_Samp_16"
"892_Cudi2","Plate_29_Samp_17"
"850_Cudi2","Plate_29_Samp_18"
"2215_Kesentas","Plate_29_Samp_19"
"3242_Sirnak","Plate_29_Samp_2"
"1978_Karabace","Plate_29_Samp_20"
"1584_Kalkan","Plate_29_Samp_21"
"1798_Karabace","Plate_29_Samp_22"
"2958_Sirnak","Plate_29_Samp_23"
"821_Cudi1","Plate_29_Samp_24"
"1119_Derici","Plate_29_Samp_25"
"1822_Karabace","Plate_29_Samp_26"
"2786_Sarikaya","Plate_29_Samp_27"
"1539_Gunas","Plate_29_Samp_28"
"3024_Sirnak","Plate_29_Samp_29"
"842_Cudi2","Plate_29_Samp_3"
"1577_Kalkan","Plate_29_Samp_30"
"3038_Sirnak","Plate_29_Samp_31"
"2547_S2Drd","Plate_29_Samp_32"
"2152_Kesantas","Plate_29_Samp_33"
"1254_Destek","Plate_29_Samp_34"
"1347_Destek","Plate_29_Samp_35"
"1536_Gunas","Plate_29_Samp_36"
"2008_Karabace","Plate_29_Samp_37"
"1307_Destek","Plate_29_Samp_38"
"744_Cudi1","Plate_29_Samp_39"
"2947_Sirnak","Plate_29_Samp_4"
"7_Bari1","Plate_29_Samp_40"
"2022_Karabace","Plate_29_Samp_41"
"776_Cudi1","Plate_29_Samp_42"
"2896_Sirna","Plate_29_Samp_43"
"1253_Destek","Plate_29_Samp_44"
"142_Bari2","Plate_29_Samp_45"
"132_Bari2","Plate_29_Samp_46"
"2666_S2Drd","Plate_29_Samp_47"
"2034_Karabace","Plate_29_Samp_48"
"2683_S2Drd","Plate_29_Samp_49"
"2612_S2Drd","Plate_29_Samp_5"
"2600_S2Drd","Plate_29_Samp_50"
"1326_Destek","Plate_29_Samp_51"
"1371_Destek","Plate_29_Samp_52"
"415_Bari3","Plate_29_Samp_53"
"1356_Destek","Plate_29_Samp_54"
"468_Besev","Plate_29_Samp_55"
"2432_Oyali","Plate_29_Samp_56"
"1447_Egil","Plate_29_Samp_57"
"1697_Karab","Plate_29_Samp_58"
"383_Bari3","Plate_29_Samp_59"
"199_Bari3","Plate_29_Samp_6"
"950_Cudi2","Plate_29_Samp_60"
"1133_Derici","Plate_29_Samp_61"
"2893_Sirna","Plate_29_Samp_62"
"2335_Oyali","Plate_29_Samp_63"
"509_Besev","Plate_29_Samp_64"
"1314_Destek","Plate_29_Samp_65"
"534_Cermik","Plate_29_Samp_66"
"82_Bari1","Plate_29_Samp_67"
"3247_Sirnak","Plate_29_Samp_68"
"2833_Savur-Pina","Plate_29_Samp_69"
"2372_Oyali","Plate_29_Samp_7"
"3057_Sirnak","Plate_29_Samp_70"
"250_Bari3","Plate_29_Samp_71"
"603_Cudi1","Plate_29_Samp_72"
"209_Bari3","Plate_29_Samp_73"
"1188_Derici","Plate_29_Samp_74"
"2207_Kesentas","Plate_29_Samp_75"
"2609_S2Drd","Plate_29_Samp_76"
"3233_Sirnak","Plate_29_Samp_77"
"3187_Sirnak","Plate_29_Samp_78"
"3058_Sirnak","Plate_29_Samp_79"
"2247_Kesentas","Plate_29_Samp_8"
"846_Cudi2","Plate_29_Samp_80"
"2580_S2Drd","Plate_29_Samp_81"
"939_Cudi2","Plate_29_Samp_82"
"1091_Cudi2","Plate_29_Samp_83"
"877_Cudi2","Plate_29_Samp_84"
"2850_Sirna","Plate_29_Samp_85"
"2841_Sirna","Plate_29_Samp_86"
"3015_Sirnak","Plate_29_Samp_87"
"2642_S2Drd","Plate_29_Samp_88"
"717_Cudi1","Plate_29_Samp_89"
"286_Bari3","Plate_29_Samp_9"
"1304_Destek","Plate_29_Samp_90"
"2895_Sirna","Plate_29_Samp_91"
"358_Bari3","Plate_29_Samp_92"
"2688_S2Drd","Plate_29_Samp_93"
"1915_Karabace","Plate_29_Samp_94"
"446_Besev","Plate_29_Samp_95"
"2292_Ortan","Plate_2_Samp_1"
"128_Bari2","Plate_2_Samp_10"
"2019_Karabace","Plate_2_Samp_11"
"321_Bari3","Plate_2_Samp_12"
"1512_Gunas","Plate_2_Samp_13"
"1364_Destek","Plate_2_Samp_14"
"483_Besev","Plate_2_Samp_15"
"190_Bari3","Plate_2_Samp_16"
"847_Cudi2","Plate_2_Samp_17"
"1016_Cudi2","Plate_2_Samp_18"
"887_Cudi2","Plate_2_Samp_19"
"457_Besev","Plate_2_Samp_2"
"1094_Cudi2","Plate_2_Samp_20"
"2273_Kesentas","Plate_2_Samp_21"
"2069_Kayatape","Plate_2_Samp_22"
"720_Cudi1","Plate_2_Samp_23"
"1834_Karabace","Plate_2_Samp_24"
"2635_S2Drd","Plate_2_Samp_25"
"411_Bari3","Plate_2_Samp_26"
"1908_Karabace","Plate_2_Samp_27"
"2286_Ortan","Plate_2_Samp_28"
"1532_Gunas","Plate_2_Samp_29"
"934_Cudi2","Plate_2_Samp_3"
"2080_Kayatape","Plate_2_Samp_30"
"2227_Kesentas","Plate_2_Samp_31"
"2749_Sarikaya","Plate_2_Samp_32"
"1138_Derici","Plate_2_Samp_33"
"304_Bari3","Plate_2_Samp_34"
"55_Bari1","Plate_2_Samp_35"
"3188_Sirnak","Plate_2_Samp_36"
"875_Cudi2","Plate_2_Samp_37"
"3034_Sirnak","Plate_2_Samp_38"
"395_Bari3","Plate_2_Samp_39"
"2788_Sarikaya","Plate_2_Samp_4"
"1109_Derici","Plate_2_Samp_40"
"2130_Kayatepe","Plate_2_Samp_41"
"2182_Kesantas","Plate_2_Samp_42"
"3264_Sirnak","Plate_2_Samp_43"
"169_Bari3","Plate_2_Samp_44"
"777_Cudi1","Plate_2_Samp_45"
"3106_Sirnak","Plate_2_Samp_46"
"3238_Sirnak","Plate_2_Samp_47"
"203_Bari3","Plate_2_Samp_48"
"2982_Sirnak","Plate_2_Samp_49"
"481_Besev","Plate_2_Samp_5"
"569_Cermik","Plate_2_Samp_50"
"225_Bari3","Plate_2_Samp_51"
"441_Besev","Plate_2_Samp_52"
"696_Cudi1","Plate_2_Samp_53"
"630_Cudi1","Plate_2_Samp_54"
"3150_Sirnak","Plate_2_Samp_55"
"1784_Karabace","Plate_2_Samp_56"
"409_Bari3","Plate_2_Samp_57"
"2320_Ortan","Plate_2_Samp_58"
"1239_Destek","Plate_2_Samp_59"
"572_Cermik","Plate_2_Samp_6"
"2721_Sarika","Plate_2_Samp_60"
"954_Cudi2","Plate_2_Samp_61"
"406_Bari3","Plate_2_Samp_62"
"946_Cudi2","Plate_2_Samp_63"
"2519_S2Drd","Plate_2_Samp_64"
"206_Bari3","Plate_2_Samp_65"
"1209_Derici","Plate_2_Samp_66"
"1855_Karabace","Plate_2_Samp_67"
"528_Cermik","Plate_2_Samp_68"
"907_Cudi2","Plate_2_Samp_69"
"2940_Sirnak","Plate_2_Samp_7"
"3073_Sirnak","Plate_2_Samp_70"
"3072_Sirnak","Plate_2_Samp_71"
"3047_Sirnak","Plate_2_Samp_72"
"2983_Sirnak","Plate_2_Samp_73"
"3208_Sirnak","Plate_2_Samp_74"
"1003_Cudi2","Plate_2_Samp_75"
"91_Bari2","Plate_2_Samp_76"
"1099_Cudi2","Plate_2_Samp_77"
"272_Bari3","Plate_2_Samp_78"
"1388_Destek","Plate_2_Samp_79"
"2829_Savur-Pina","Plate_2_Samp_8"
"1529_Gunas","Plate_2_Samp_80"
"2333_Oyali","Plate_2_Samp_81"
"1344_Destek","Plate_2_Samp_82"
"1545_Gunas","Plate_2_Samp_83"
"1553_Gunas","Plate_2_Samp_84"
"239_Bari3","Plate_2_Samp_85"
"1098_Cudi2","Plate_2_Samp_86"
"3269_Sirnak","Plate_2_Samp_87"
"1432_Egil","Plate_2_Samp_88"
"2230_Kesentas","Plate_2_Samp_89"
"2989_Sirnak","Plate_2_Samp_9"
"1137_Derici","Plate_2_Samp_90"
"1877_Karabace","Plate_2_Samp_91"
"1417_Egil","Plate_2_Samp_92"
"2869_Sirna","Plate_2_Samp_93"
"1434_Egil","Plate_2_Samp_94"
"1541_Gunas","Plate_2_Samp_95"
"544_Cermik","Plate_30_Samp_1"
"3219_Sirnak","Plate_30_Samp_10"
"2619_S2Drd","Plate_30_Samp_11"
"2706_Sarika","Plate_30_Samp_12"
"3045_Sirnak","Plate_30_Samp_13"
"268_Bari3","Plate_30_Samp_14"
"1486_Egil","Plate_30_Samp_15"
"3159_Sirnak","Plate_30_Samp_16"
"105_Bari2","Plate_30_Samp_17"
"77_Bari1","Plate_30_Samp_18"
"385_Bari3","Plate_30_Samp_19"
"2797_Sarikaya","Plate_30_Samp_2"
"889_Cudi2","Plate_30_Samp_20"
"3194_Sirnak","Plate_30_Samp_21"
"1217_Derici","Plate_30_Samp_22"
"356_Bari3","Plate_30_Samp_23"
"1354_Destek","Plate_30_Samp_24"
"701_Cudi1","Plate_30_Samp_25"
"3103_Sirnak","Plate_30_Samp_26"
"770_Cudi1","Plate_30_Samp_27"
"2571_S2Drd","Plate_30_Samp_28"
"1821_Karabace","Plate_30_Samp_29"
"2239_Kesentas","Plate_30_Samp_3"
"3158_Sirnak","Plate_30_Samp_30"
"763_Cudi1","Plate_30_Samp_31"
"1680_Kalkan","Plate_30_Samp_32"
"3152_Sirnak","Plate_30_Samp_33"
"2846_Sirna","Plate_30_Samp_34"
"2362_Oyali","Plate_30_Samp_35"
"2998_Sirnak","Plate_30_Samp_4"
"1921_Karabace","Plate_30_Samp_5"
"1678_Kalkan","Plate_30_Samp_6"
"1232_Destek","Plate_30_Samp_7"
"22_Bari1","Plate_30_Samp_8"
"2802_Savur","Plate_30_Samp_9"
"401_Bari3","Plate_3_Samp_1"
"712_Cudi1","Plate_3_Samp_10"
"2025_Karabace","Plate_3_Samp_11"
"1337_Destek","Plate_3_Samp_12"
"65_Bari1","Plate_3_Samp_13"
"133_Bari2","Plate_3_Samp_14"
"2439_Oyali","Plate_3_Samp_15"
"2837_Savur-Pina","Plate_3_Samp_16"
"745_Cudi1","Plate_3_Samp_17"
"1373_Destek","Plate_3_Samp_18"
"2838_Savur-Pina","Plate_3_Samp_19"
"3172_Sirnak","Plate_3_Samp_2"
"1910_Karabace","Plate_3_Samp_20"
"1574_Kalkan","Plate_3_Samp_21"
"1975_Karabace","Plate_3_Samp_22"
"2657_S2Drd","Plate_3_Samp_23"
"2636_S2Drd","Plate_3_Samp_24"
"1_Bari1","Plate_3_Samp_25"
"1650_Kalkan","Plate_3_Samp_26"
"669_Cudi1","Plate_3_Samp_27"
"2878_Sirna","Plate_3_Samp_28"
"379_Bari3","Plate_3_Samp_29"
"26_Bari1","Plate_3_Samp_3"
"2650_S2Drd","Plate_3_Samp_30"
"2543_S2Drd","Plate_3_Samp_31"
"2614_S2Drd","Plate_3_Samp_32"
"2046_Kayatape","Plate_3_Samp_33"
"507_Besev","Plate_3_Samp_34"
"2560_S2Drd","Plate_3_Samp_35"
"1112_Derici","Plate_3_Samp_36"
"1402_Egil","Plate_3_Samp_37"
"2496_S2Drd","Plate_3_Samp_38"
"1297_Destek","Plate_3_Samp_39"
"2370_Oyali","Plate_3_Samp_4"
"869_Cudi2","Plate_3_Samp_40"
"1316_Destek","Plate_3_Samp_41"
"2845_Sirna","Plate_3_Samp_42"
"338_Bari3","Plate_3_Samp_43"
"1192_Derici","Plate_3_Samp_44"
"6_Bari1","Plate_3_Samp_45"
"2225_Kesentas","Plate_3_Samp_46"
"751_Cudi1","Plate_3_Samp_47"
"404_Bari3","Plate_3_Samp_48"
"1378_Destek","Plate_3_Samp_49"
"276_Bari3","Plate_3_Samp_5"
"230_Bari3","Plate_3_Samp_50"
"1657_Kalkan","Plate_3_Samp_51"
"1636_Kalkan","Plate_3_Samp_52"
"1686_Karab","Plate_3_Samp_53"
"2020_Karabace","Plate_3_Samp_54"
"800_Cudi1","Plate_3_Samp_55"
"833_Cudi1","Plate_3_Samp_56"
"1089_Cudi2","Plate_3_Samp_57"
"698_Cudi1","Plate_3_Samp_58"
"2389_Oyali","Plate_3_Samp_59"
"186_Bari3","Plate_3_Samp_6"
"1905_Karabace","Plate_3_Samp_60"
"417_Bari3","Plate_3_Samp_61"
"636_Cudi1","Plate_3_Samp_62"
"2632_S2Drd","Plate_3_Samp_63"
"2938_Sirnak","Plate_3_Samp_64"
"3165_Sirnak","Plate_3_Samp_65"
"1186_Derici","Plate_3_Samp_66"
"1509_Gunas","Plate_3_Samp_67"
"1166_Derici","Plate_3_Samp_68"
"302_Bari3","Plate_3_Samp_69"
"1460_Egil","Plate_3_Samp_7"
"859_Cudi2","Plate_3_Samp_70"
"2396_Oyali","Plate_3_Samp_71"
"461_Besev","Plate_3_Samp_72"
"823_Cudi1","Plate_3_Samp_73"
"100_Bari2","Plate_3_Samp_74"
"1731_Karabace","Plate_3_Samp_75"
"2363_Oyali","Plate_3_Samp_76"
"2777_Sarikaya","Plate_3_Samp_77"
"2180_Kesantas","Plate_3_Samp_78"
"2540_S2Drd","Plate_3_Samp_79"
"387_Bari3","Plate_3_Samp_8"
"2006_Karabace","Plate_3_Samp_80"
"2451_Oyali","Plate_3_Samp_81"
"498_Besev","Plate_3_Samp_82"
"1537_Gunas","Plate_3_Samp_83"
"2879_Sirna","Plate_3_Samp_84"
"1226_Destek","Plate_3_Samp_85"
"2941_Sirnak","Plate_3_Samp_86"
"2965_Sirnak","Plate_3_Samp_87"
"1223_Destek","Plate_3_Samp_88"
"2204_Kesentas","Plate_3_Samp_89"
"19_Bari1","Plate_3_Samp_9"
"1067_Cudi2","Plate_3_Samp_90"
"1942_Karabace","Plate_3_Samp_91"
"1088_Cudi2","Plate_3_Samp_92"
"208_Bari3","Plate_3_Samp_93"
"721_Cudi1","Plate_3_Samp_94"
"2040_Kayatape","Plate_3_Samp_95"
"3153_Sirnak","Plate_4_Samp_1"
"2515_S2Drd","Plate_4_Samp_10"
"2245_Kesentas","Plate_4_Samp_11"
"1342_Destek","Plate_4_Samp_12"
"3148_Sirnak","Plate_4_Samp_13"
"1414_Egil","Plate_4_Samp_14"
"1952_Karabace","Plate_4_Samp_15"
"945_Cudi2","Plate_4_Samp_16"
"463_Besev","Plate_4_Samp_17"
"1647_Kalkan","Plate_4_Samp_18"
"591_Cermik","Plate_4_Samp_19"
"1255_Destek","Plate_4_Samp_2"
"1243_Destek","Plate_4_Samp_20"
"241_Bari3","Plate_4_Samp_21"
"956_Cudi2","Plate_4_Samp_22"
"2144_Kesantas","Plate_4_Samp_23"
"1397_Egil","Plate_4_Samp_24"
"2495_S2Drd","Plate_4_Samp_25"
"175_Bari3","Plate_4_Samp_26"
"2017_Karabace","Plate_4_Samp_27"
"1491_Gunas","Plate_4_Samp_28"
"1355_Destek","Plate_4_Samp_29"
"2304_Ortan","Plate_4_Samp_3"
"2339_Oyali","Plate_4_Samp_30"
"1797_Karabace","Plate_4_Samp_31"
"1128_Derici","Plate_4_Samp_32"
"2278_Kesentas","Plate_4_Samp_33"
"97_Bari2","Plate_4_Samp_34"
"148_Bari2","Plate_4_Samp_35"
"116_Bari2","Plate_4_Samp_36"
"3132_Sirnak","Plate_4_Samp_37"
"2429_Oyali","Plate_4_Samp_38"
"788_Cudi1","Plate_4_Samp_39"
"2014_Karabace","Plate_4_Samp_4"
"1324_Destek","Plate_4_Samp_40"
"1437_Egil","Plate_4_Samp_41"
"2199_Kesentas","Plate_4_Samp_42"
"1359_Destek","Plate_4_Samp_43"
"136_Bari2","Plate_4_Samp_44"
"1049_Cudi2","Plate_4_Samp_45"
"1688_Karab","Plate_4_Samp_46"
"2830_Savur-Pina","Plate_4_Samp_47"
"297_Bari3","Plate_4_Samp_48"
"618_Cudi1","Plate_4_Samp_49"
"1980_Karabace","Plate_4_Samp_5"
"1257_Destek","Plate_4_Samp_50"
"943_Cudi2","Plate_4_Samp_51"
"1045_Cudi2","Plate_4_Samp_52"
"1390_Egil","Plate_4_Samp_53"
"3035_Sirnak","Plate_4_Samp_54"
"2142_Kesantas","Plate_4_Samp_55"
"354_Bari3","Plate_4_Samp_56"
"1013_Cudi2","Plate_4_Samp_57"
"3190_Sirnak","Plate_4_Samp_58"
"2582_S2Drd","Plate_4_Samp_59"
"2618_S2Drd","Plate_4_Samp_6"
"1681_Kalkan","Plate_4_Samp_60"
"2864_Sirna","Plate_4_Samp_61"
"1801_Karabace","Plate_4_Samp_62"
"1665_Kalkan","Plate_4_Samp_63"
"674_Cudi1","Plate_4_Samp_64"
"1260_Destek","Plate_4_Samp_65"
"1107_Cudi2","Plate_4_Samp_66"
"2223_Kesentas","Plate_4_Samp_67"
"1573_Kalkan","Plate_4_Samp_68"
"3094_Sirnak","Plate_4_Samp_69"
"1633_Kalkan","Plate_4_Samp_7"
"1762_Karabace","Plate_4_Samp_70"
"626_Cudi1","Plate_4_Samp_71"
"1033_Cudi2","Plate_4_Samp_72"
"1783_Karabace","Plate_4_Samp_73"
"1752_Karabace","Plate_4_Samp_74"
"2222_Kesentas","Plate_4_Samp_75"
"2577_S2Drd","Plate_4_Samp_76"
"467_Besev","Plate_4_Samp_77"
"1195_Derici","Plate_4_Samp_78"
"2678_S2Drd","Plate_4_Samp_79"
"3093_Sirnak","Plate_4_Samp_8"
"1422_Egil","Plate_4_Samp_80"
"2164_Kesantas","Plate_4_Samp_81"
"2991_Sirnak","Plate_4_Samp_82"
"2155_Kesantas","Plate_4_Samp_83"
"1246_Destek","Plate_4_Samp_84"
"896_Cudi2","Plate_4_Samp_85"
"683_Cudi1","Plate_4_Samp_86"
"2297_Ortan","Plate_4_Samp_87"
"122_Bari2","Plate_4_Samp_88"
"2677_S2Drd","Plate_4_Samp_89"
"2890_Sirna","Plate_4_Samp_9"
"294_Bari3","Plate_4_Samp_90"
"2085_Kayatape","Plate_4_Samp_91"
"1546_Gunas","Plate_4_Samp_92"
"2169_Kesantas","Plate_4_Samp_93"
"2287_Ortan","Plate_4_Samp_94"
"878_Cudi2","Plate_4_Samp_95"
"2886_Sirna","Plate_5_Samp_1"
"3139_Sirnak","Plate_5_Samp_10"
"1103_Cudi2","Plate_5_Samp_11"
"1802_Karabace","Plate_5_Samp_12"
"2220_Kesentas","Plate_5_Samp_13"
"2900_Sirna","Plate_5_Samp_14"
"236_Bari3","Plate_5_Samp_15"
"326_Bari3","Plate_5_Samp_16"
"1511_Gunas","Plate_5_Samp_17"
"969_Cudi2","Plate_5_Samp_18"
"1262_Destek","Plate_5_Samp_19"
"1299_Destek","Plate_5_Samp_2"
"827_Cudi1","Plate_5_Samp_20"
"558_Cermik","Plate_5_Samp_21"
"62_Bari1","Plate_5_Samp_22"
"2712_Sarika","Plate_5_Samp_23"
"2782_Sarikaya","Plate_5_Samp_24"
"1352_Destek","Plate_5_Samp_25"
"2497_S2Drd","Plate_5_Samp_26"
"2638_S2Drd","Plate_5_Samp_27"
"2094_Kayatape","Plate_5_Samp_28"
"287_Bari3","Plate_5_Samp_29"
"1144_Derici","Plate_5_Samp_3"
"1823_Karabace","Plate_5_Samp_30"
"855_Cudi2","Plate_5_Samp_31"
"2294_Ortan","Plate_5_Samp_32"
"622_Cudi1","Plate_5_Samp_33"
"668_Cudi1","Plate_5_Samp_34"
"537_Cermik","Plate_5_Samp_35"
"898_Cudi2","Plate_5_Samp_36"
"1799_Karabace","Plate_5_Samp_37"
"2865_Sirna","Plate_5_Samp_38"
"2957_Sirnak","Plate_5_Samp_39"
"609_Cudi1","Plate_5_Samp_4"
"1900_Karabace","Plate_5_Samp_40"
"3133_Sirnak","Plate_5_Samp_41"
"2972_Sirnak","Plate_5_Samp_42"
"3123_Sirnak","Plate_5_Samp_43"
"1421_Egil","Plate_5_Samp_44"
"2789_Sarikaya","Plate_5_Samp_45"
"2026_Karabace","Plate_5_Samp_46"
"1290_Destek","Plate_5_Samp_47"
"1820_Karabace","Plate_5_Samp_48"
"3062_Sirnak","Plate_5_Samp_49"
"1377_Destek","Plate_5_Samp_5"
"2290_Ortan","Plate_5_Samp_50"
"2417_Oyali","Plate_5_Samp_51"
"1062_Cudi2","Plate_5_Samp_52"
"1749_Karabace","Plate_5_Samp_53"
"582_Cermik","Plate_5_Samp_54"
"3004_Sirnak","Plate_5_Samp_55"
"2038_Karabace","Plate_5_Samp_56"
"2079_Kayatape","Plate_5_Samp_57"
"2824_Savur-Pina","Plate_5_Samp_58"
"3283_Sirnak","Plate_5_Samp_59"
"809_Cudi1","Plate_5_Samp_6"
"2513_S2Drd","Plate_5_Samp_60"
"160_Bari2","Plate_5_Samp_61"
"648_Cudi1","Plate_5_Samp_62"
"984_Cudi2","Plate_5_Samp_63"
"2911_Sirna","Plate_5_Samp_64"
"1648_Kalkan","Plate_5_Samp_65"
"3077_Sirnak","Plate_5_Samp_66"
"3082_Sirnak","Plate_5_Samp_67"
"2461_Oyali","Plate_5_Samp_68"
"154_Bari2","Plate_5_Samp_69"
"927_Cudi2","Plate_5_Samp_7"
"279_Bari3","Plate_5_Samp_70"
"2121_Kayatepe","Plate_5_Samp_71"
"71_Bari1","Plate_5_Samp_72"
"690_Cudi1","Plate_5_Samp_73"
"2514_S2Drd","Plate_5_Samp_74"
"1503_Gunas","Plate_5_Samp_75"
"2328_Oyali","Plate_5_Samp_76"
"798_Cudi1","Plate_5_Samp_77"
"1464_Egil","Plate_5_Samp_78"
"1898_Karabace","Plate_5_Samp_79"
"1818_Karabace","Plate_5_Samp_8"
"628_Cudi1","Plate_5_Samp_80"
"189_Bari3","Plate_5_Samp_81"
"2416_Oyali","Plate_5_Samp_82"
"1500_Gunas","Plate_5_Samp_83"
"2105_Kayatape","Plate_5_Samp_84"
"2651_S2Drd","Plate_5_Samp_85"
"1843_Karabace","Plate_5_Samp_86"
"621_Cudi1","Plate_5_Samp_87"
"1790_Karabace","Plate_5_Samp_88"
"1713_Karab","Plate_5_Samp_89"
"52_Bari1","Plate_5_Samp_9"
"1833_Karabace","Plate_5_Samp_90"
"3218_Sirnak","Plate_5_Samp_91"
"1093_Cudi2","Plate_5_Samp_92"
"2257_Kesentas","Plate_5_Samp_93"
"1424_Egil","Plate_5_Samp_94"
"1332_Destek","Plate_5_Samp_95"
"2656_S2Drd","Plate_6_Samp_1"
"2556_S2Drd","Plate_6_Samp_10"
"2787_Sarikaya","Plate_6_Samp_11"
"320_Bari3","Plate_6_Samp_12"
"2870_Sirna","Plate_6_Samp_13"
"1523_Gunas","Plate_6_Samp_14"
"2641_S2Drd","Plate_6_Samp_15"
"2345_Oyali","Plate_6_Samp_16"
"261_Bari3","Plate_6_Samp_17"
"232_Bari3","Plate_6_Samp_18"
"3216_Sirnak","Plate_6_Samp_19"
"2862_Sirna","Plate_6_Samp_2"
"1761_Karabace","Plate_6_Samp_20"
"3273_Sirnak","Plate_6_Samp_21"
"353_Bari3","Plate_6_Samp_22"
"1563_Kalkan","Plate_6_Samp_23"
"1038_Cudi2","Plate_6_Samp_24"
"2621_S2Drd","Plate_6_Samp_25"
"658_Cudi1","Plate_6_Samp_26"
"514_Besev","Plate_6_Samp_27"
"2853_Sirna","Plate_6_Samp_28"
"1392_Egil","Plate_6_Samp_29"
"159_Bari2","Plate_6_Samp_3"
"979_Cudi2","Plate_6_Samp_30"
"1136_Derici","Plate_6_Samp_31"
"1036_Cudi2","Plate_6_Samp_32"
"761_Cudi1","Plate_6_Samp_33"
"2741_Sarikaya","Plate_6_Samp_34"
"573_Cermik","Plate_6_Samp_35"
"2868_Sirna","Plate_6_Samp_36"
"2487_Oyali","Plate_6_Samp_37"
"2814_Savur","Plate_6_Samp_38"
"1242_Destek","Plate_6_Samp_39"
"3211_Sirnak","Plate_6_Samp_4"
"2490_Oyali","Plate_6_Samp_40"
"371_Bari3","Plate_6_Samp_41"
"1564_Kalkan","Plate_6_Samp_42"
"1732_Karabace","Plate_6_Samp_43"
"851_Cudi2","Plate_6_Samp_44"
"1267_Destek","Plate_6_Samp_45"
"81_Bari1","Plate_6_Samp_46"
"2723_Sarika","Plate_6_Samp_47"
"2340_Oyali","Plate_6_Samp_48"
"381_Bari3","Plate_6_Samp_49"
"1268_Destek","Plate_6_Samp_5"
"2301_Ortan","Plate_6_Samp_50"
"2419_Oyali","Plate_6_Samp_51"
"1058_Cudi2","Plate_6_Samp_52"
"1369_Destek","Plate_6_Samp_53"
"1213_Derici","Plate_6_Samp_54"
"1185_Derici","Plate_6_Samp_55"
"973_Cudi2","Plate_6_Samp_56"
"810_Cudi1","Plate_6_Samp_57"
"991_Cudi2","Plate_6_Samp_58"
"3079_Sirnak","Plate_6_Samp_59"
"95_Bari2","Plate_6_Samp_6"
"1178_Derici","Plate_6_Samp_60"
"2807_Savur","Plate_6_Samp_61"
"2265_Kesentas","Plate_6_Samp_62"
"2157_Kesantas","Plate_6_Samp_63"
"3163_Sirnak","Plate_6_Samp_64"
"1745_Karabace","Plate_6_Samp_65"
"333_Bari3","Plate_6_Samp_66"
"2720_Sarika","Plate_6_Samp_67"
"2855_Sirna","Plate_6_Samp_68"
"2023_Karabace","Plate_6_Samp_69"
"511_Besev","Plate_6_Samp_7"
"366_Bari3","Plate_6_Samp_70"
"1839_Karabace","Plate_6_Samp_71"
"820_Cudi1","Plate_6_Samp_72"
"1152_Derici","Plate_6_Samp_73"
"2001_Karabace","Plate_6_Samp_74"
"1712_Karab","Plate_6_Samp_75"
"1124_Derici","Plate_6_Samp_76"
"886_Cudi2","Plate_6_Samp_77"
"1994_Karabace","Plate_6_Samp_78"
"1835_Karabace","Plate_6_Samp_79"
"824_Cudi1","Plate_6_Samp_8"
"113_Bari2","Plate_6_Samp_80"
"789_Cudi1","Plate_6_Samp_81"
"243_Bari3","Plate_6_Samp_82"
"11_Bari1","Plate_6_Samp_83"
"1599_Kalkan","Plate_6_Samp_84"
"2136_Kesantas","Plate_6_Samp_85"
"756_Cudi1","Plate_6_Samp_86"
"2425_Oyali","Plate_6_Samp_87"
"2091_Kayatape","Plate_6_Samp_88"
"1937_Karabace","Plate_6_Samp_89"
"1029_Cudi2","Plate_6_Samp_9"
"2604_S2Drd","Plate_6_Samp_90"
"2502_S2Drd","Plate_6_Samp_91"
"2110_Kayatepe","Plate_6_Samp_92"
"1143_Derici","Plate_6_Samp_93"
"2694_S2Drd","Plate_6_Samp_94"
"1674_Kalkan","Plate_6_Samp_95"
"349_Bari3","Plate_7_Samp_1"
"3197_Sirnak","Plate_7_Samp_10"
"1394_Egil","Plate_7_Samp_11"
"20_Bari1","Plate_7_Samp_12"
"1116_Derici","Plate_7_Samp_13"
"3089_Sirnak","Plate_7_Samp_14"
"1442_Egil","Plate_7_Samp_15"
"876_Cudi2","Plate_7_Samp_16"
"2243_Kesentas","Plate_7_Samp_17"
"901_Cudi2","Plate_7_Samp_18"
"812_Cudi1","Plate_7_Samp_19"
"335_Bari3","Plate_7_Samp_2"
"822_Cudi1","Plate_7_Samp_20"
"3083_Sirnak","Plate_7_Samp_21"
"2055_Kayatape","Plate_7_Samp_22"
"775_Cudi1","Plate_7_Samp_23"
"2198_Kesentas","Plate_7_Samp_24"
"918_Cudi2","Plate_7_Samp_25"
"259_Bari3","Plate_7_Samp_26"
"1472_Egil","Plate_7_Samp_27"
"2810_Savur","Plate_7_Samp_28"
"2189_Kesantas","Plate_7_Samp_29"
"2902_Sirna","Plate_7_Samp_3"
"244_Bari3","Plate_7_Samp_30"
"109_Bari2","Plate_7_Samp_31"
"1653_Kalkan","Plate_7_Samp_32"
"974_Cudi2","Plate_7_Samp_33"
"3059_Sirnak","Plate_7_Samp_34"
"996_Cudi2","Plate_7_Samp_35"
"285_Bari3","Plate_7_Samp_36"
